sentence,sentiment,topic,sentence_final,sentence_segmented,len_original,len_final,len_segmented
"theo ý kiến chủ quan của em , việc giảng dạy hoàn toàn bằng tiếng anh cho lớp chất lượng cao là rất thiết thực , nhưng với trình độ tiếng anh hiện nay của lớp thì hiệu quả học tập của lớp vẫn còn kém .",0,1,theo ý kiến chủ quan của em việc giảng dạy hoàn toàn bằng tiếng anh cho lớp chất lượng cao là rất thiết thực nhưng với trình độ tiếng anh hiện nay của lớp thì hiệu quả học tập của lớp vẫn còn kém .,theo ý_kiến chủ_quan của em việc giảng_dạy hoàn_toàn bằng tiếng anh cho lớp chất_lượng cao là rất thiết_thực nhưng với trình_độ tiếng anh hiện_nay của lớp thì hiệu_quả học_tập của lớp vẫn còn kém .,47,45,35
"đôi khi dạy hơi chán , không thu hút được chú ý của học sinh .",0,0,đôi khi dạy hơi chán không thu hút được chú ý của học sinh .,đôi_khi dạy hơi chán không thu_hút được chú_ý của học_sinh .,16,15,11
ra đề thi giữa kỳ không bám sát vào bài tập đã làm trên lớp .,0,1,ra đề thi giữa kỳ không bám sát vào bài tập đã làm trên lớp .,ra đề_thi giữa kỳ không bám sát vào bài_tập đã làm trên lớp .,16,16,14
"giảng viên nên cho bài tập về nhà có nhưng chưa hợp lý , giảng viên nên giành chút thời gian sưu tầm bài tập từ dễ nhất đến khó nhất mỗi chương khoảng 30 bài nhất là các bài có thể thi .",0,0,giảng viên nên cho bài tập về nhà có nhưng chưa hợp lý giảng viên nên giành chút thời gian sưu tầm bài tập từ dễ nhất đến khó nhất mỗi chương khoảng 30 bài nhất là các bài có thể thi .,giảng_viên nên cho bài_tập về nhà có nhưng chưa hợp_lý giảng_viên nên giành chút thời_gian sưu_tầm bài_tập từ dễ nhất đến khó nhất mỗi chương khoảng 30 bài nhất là các bài có_thể thi .,44,43,35
thầy cần tương tác nhiều với sinh viên .,0,0,thầy cần tương tác nhiều với sinh viên .,thầy cần tương_tác nhiều với sinh_viên .,9,9,7
thầy nên chú trọng đến truyền đạt cho sinh viên nhiều hơn .,0,0,thầy nên chú trọng đến truyền đạt cho sinh viên nhiều hơn .,thầy nên chú_trọng đến truyền_đạt cho sinh_viên nhiều hơn .,13,13,10
"tuy nhiên , bài giảng của thầy chưa được bài bản lắm , có phần hơi tùy hứng .",0,0,tuy nhiên bài giảng của thầy chưa được bài bản lắm có phần hơi tùy hứng .,tuy_nhiên bài giảng của thầy chưa được bài_bản lắm có phần hơi tùy_hứng .,19,17,14
"cô rất dễ thương , hiền nữa .",2,3,cô rất dễ thương hiền nữa .,cô rất dễ_thương hiền nữa .,8,7,6
"thầy vui vẻ , dạy dễ hiểu .",2,0,thầy vui vẻ dạy dễ hiểu .,thầy vui_vẻ dạy dễ hiểu .,8,7,6
"giảng viên trình bày slide dễ hiểu , bài tập mức độ vừa phải , chữa bài tập chi tiết , đầy đủ , nhiệt tình .",2,0,giảng viên trình bày slide dễ hiểu bài tập mức độ vừa phải chữa bài tập chi tiết đầy đủ nhiệt tình .,giảng_viên trình_bày slide dễ hiểu bài_tập mức_độ vừa_phải chữa bài_tập chi_tiết đầy_đủ nhiệt_tình .,27,23,14
"thầy rất nhiệt tình , rất quan tâm đến sinh viên .",2,0,thầy rất nhiệt tình rất quan tâm đến sinh viên .,thầy rất nhiệt_tình rất quan_tâm đến sinh_viên .,12,11,8
giảng viên chỉ nói những gì có trong slide bài giảng mà không giảng thêm .,0,0,giảng viên chỉ nói những gì có trong slide bài giảng mà không giảng thêm .,giảng_viên chỉ nói những gì có trong slide bài giảng mà không giảng thêm .,16,16,15
hỏi cũng không nhận được câu trả lời chính xác để học .,0,3,hỏi cũng không nhận được câu trả lời chính xác để học .,hỏi cũng không nhận được câu trả_lời chính_xác để học .,13,13,11
thầy cô nên đưa thêm các đoạn video ngắn để luyện cho học sinh cách nghe được tốt hơn .,0,0,thầy cô nên đưa thêm các đoạn video ngắn để luyện cho học sinh cách nghe được tốt hơn .,thầy cô nên đưa thêm các đoạn video ngắn để luyện cho học_sinh cách nghe được tốt hơn .,20,20,19
nội dung nói hay .,2,0,nội dung nói hay .,nội_dung nói hay .,5,5,4
đề thi thì trong vòng 90 phút phải code hoàn chính game 2048 .,0,1,đề thi thì trong vòng 90 phút phải code hoàn chính game 2048 .,đề_thi thì trong vòng 90 phút phải code hoàn_chính game 2048 .,14,14,12
thầy chú trọng trọng tâm và luôn kể chuyện vui .,2,0,thầy chú trọng trọng tâm và luôn kể chuyện vui .,thầy chú_trọng trọng_tâm và luôn kể chuyện vui .,11,11,9
"là người giáo viên quan tâm tới sinh viên nhiều nhất từng biết , giảng dạy tân tình từng chút một , dễ hiểu , lắng nghe sinh viên , tài liệu cập nhật đầy đủ ngay sau buổi học , nhờ đó sinh viên dù tư duy kém nhưng vẫn theo kịp chứ không nản , bỏ bê , ngủ như mấy môn khác .",2,0,là người giáo viên quan tâm tới sinh viên nhiều nhất từng biết giảng dạy tân tình từng chút một dễ hiểu lắng nghe sinh viên tài liệu cập nhật đầy đủ ngay sau buổi học nhờ đó sinh viên dù tư duy kém nhưng vẫn theo kịp chứ không nản bỏ bê ngủ như mấy môn khác .,là người giáo_viên quan_tâm tới sinh_viên nhiều nhất từng biết giảng_dạy tân_tình từng chút một dễ hiểu lắng_nghe sinh_viên tài_liệu cập_nhật đầy_đủ ngay sau buổi học nhờ đó sinh_viên dù tư_duy kém nhưng vẫn theo kịp chứ không nản bỏ_bê ngủ như mấy môn khác .,66,59,46
"rất nhiệt tình giúp đỡ sinh viên , cách giảng dạy hay .",2,0,rất nhiệt tình giúp đỡ sinh viên cách giảng dạy hay .,rất nhiệt_tình giúp_đỡ sinh_viên cách giảng_dạy hay .,13,12,8
nhiều kiến thức hơn .,0,1,nhiều kiến thức hơn .,nhiều kiến_thức hơn .,5,5,4
cần tạo kênh liên lạc giữa sinh viên và giảng viên để sinh viên có thể nhận được thông báo từ giảng viên .,0,3,cần tạo kênh liên lạc giữa sinh viên và giảng viên để sinh viên có thể nhận được thông báo từ giảng viên .,cần tạo kênh liên_lạc giữa sinh_viên và giảng_viên để sinh_viên có_thể nhận được thông_báo từ giảng_viên .,24,24,17
tâm huyết nhiệt tình chu đáo .,2,0,tâm huyết nhiệt tình chu đáo .,tâm_huyết nhiệt_tình chu_đáo .,7,7,4
nhờ cô em hiểu hơn về nội dung bài học và có động lực hơn .,2,0,nhờ cô em hiểu hơn về nội dung bài học và có động lực hơn .,nhờ cô em hiểu hơn về nội_dung bài_học và có động_lực hơn .,16,16,13
"thầy dạy nhiệt tình , đầu tư cho sinh viên đi tham quan thực tế .",2,0,thầy dạy nhiệt tình đầu tư cho sinh viên đi tham quan thực tế .,thầy dạy nhiệt_tình đầu_tư cho sinh_viên đi tham_quan thực_tế .,16,15,10
"slide bài giảng cần chậm hơn , nhất là những chương cuối !",0,0,slide bài giảng cần chậm hơn nhất là những chương cuối,slide bài giảng cần chậm hơn nhất là những chương cuối,13,11,11
"thầy đi trễ , không cho sinh viên làm bài tập nhiều trên lớp , một dạng bài nào đó thầy nói qua rồi thì cho qua luôn .",0,0,thầy đi trễ không cho sinh viên làm bài tập nhiều trên lớp một dạng bài nào đó thầy nói qua rồi thì cho qua luôn .,thầy đi trễ không cho sinh_viên làm bài_tập nhiều trên lớp một dạng bài nào đó thầy nói qua rồi thì cho_qua luôn .,29,27,24
thầy giảng bài kỹ !,2,0,thầy giảng bài kỹ,thầy giảng bài kỹ,5,4,4
phần thực hành và lý thuyết phải đi cùng tiến độ .,0,1,phần thực hành và lý thuyết phải đi cùng tiến độ .,phần thực_hành và lý_thuyết phải đi cùng tiến_độ .,12,12,9
thầy liên hệ thực tiễn rất nhiều .,2,0,thầy liên hệ thực tiễn rất nhiều .,thầy liên_hệ thực_tiễn rất nhiều .,8,8,6
thầy chưa biết sử dụng hệ thống courses để thông báo tin tức cho học sinh .,0,0,thầy chưa biết sử dụng hệ thống courses để thông báo tin tức cho học sinh .,thầy chưa biết sử_dụng hệ_thống courses để thông_báo tin_tức cho học_sinh .,17,17,12
giảng viên nhiệt tình và tận tâm với sinh viên .,2,0,giảng viên nhiệt tình và tận tâm với sinh viên .,giảng_viên nhiệt_tình và tận_tâm với sinh_viên .,11,11,7
giáo viên gửi tài liệu hơi chậm .,0,0,giáo viên gửi tài liệu hơi chậm .,giáo_viên gửi tài_liệu hơi chậm .,8,8,6
"giảng viên thân thiện , nhiệt tình trong giảng dạy .",2,0,giảng viên thân thiện nhiệt tình trong giảng dạy .,giảng_viên thân_thiện nhiệt_tình trong giảng_dạy .,11,10,6
cho bài tập về thì chỉ biết kêu là làm đi và không hỗ trợ gì nhiều .,0,0,cho bài tập về thì chỉ biết kêu là làm đi và không hỗ trợ gì nhiều .,cho bài_tập về thì chỉ biết kêu là làm đi và không hỗ_trợ gì nhiều .,18,18,16
"đặc thù môn học là phải ghi phấn , nên tiết bài tập tuyệt đối không nên sử dụng máy chiếu để giảng !",0,1,đặc thù môn học là phải ghi phấn nên tiết bài tập tuyệt đối không nên sử dụng máy chiếu để giảng,đặc_thù môn_học là phải ghi phấn nên tiết bài_tập tuyệt_đối không nên sử_dụng máy_chiếu để giảng,24,22,16
thật sự anh văn là một môn rất quan trọng trong lĩnh vực công việc và học tập .,1,1,thật sự anh văn là một môn rất quan trọng trong lĩnh vực công việc và học tập .,thật_sự anh văn là một môn rất quan_trọng trong lĩnh_vực công_việc và học_tập .,19,19,14
cô wzjwz93 giảng bài rất hay .,2,0,cô giảng bài rất hay .,cô giảng_bài rất hay .,7,6,5
"cô dạy rất nhiệt tình , có tâm với nghề , đề nghị trường khen thưởng và tìm kiếm những giảng viên khác như cô .",2,0,cô dạy rất nhiệt tình có tâm với nghề đề nghị trường khen thưởng và tìm kiếm những giảng viên khác như cô .,cô dạy rất nhiệt_tình có tâm với nghề đề_nghị trường khen_thưởng và tìm_kiếm những giảng_viên khác như cô .,26,24,19
thầy cực kỳ tận tâm và cực kỳ nhiệt tình .,2,0,thầy cực kỳ tận tâm và cực kỳ nhiệt tình .,thầy cực_kỳ tận_tâm và cực_kỳ nhiệt_tình .,11,11,7
"cập nhật những đổi mới về môn học , nên có chương trình đào tạo phù hợp hơn .",0,1,cập nhật những đổi mới về môn học nên có chương trình đào tạo phù hợp hơn .,cập_nhật những đổi_mới về môn_học nên có chương_trình đào_tạo phù_hợp hơn .,19,18,12
giảng lý thuyết hơi khó hiểu .,0,0,giảng lý thuyết hơi khó hiểu .,giảng_lý thuyết_hơi khó hiểu .,7,7,5
"giảng viên nên hạn chế dùng slide , hướng dẫn cụ thể hơn cho sinh viên .",0,0,giảng viên nên hạn chế dùng slide hướng dẫn cụ thể hơn cho sinh viên .,giảng_viên nên hạn_chế dùng slide hướng_dẫn cụ_thể hơn cho sinh_viên .,17,16,11
điểm danh đúng giờ .,2,1,điểm danh đúng giờ .,điểm danh đúng giờ .,5,5,5
thầy dạy khá tốt .,2,0,thầy dạy khá tốt .,thầy dạy khá tốt .,5,5,5
em xin nhà trường xem lại bài thi anh văn đầu vào .,0,1,em xin nhà trường xem lại bài thi anh văn đầu vào .,em xin nhà_trường xem_lại bài thi anh văn đầu_vào .,13,13,10
cứ mỗi khi có thắc mắc thì lại không thể tìm thấy giáo viên thực hành để được giải đáp .,0,0,cứ mỗi khi có thắc mắc thì lại không thể tìm thấy giáo viên thực hành để được giải đáp .,cứ mỗi khi có thắc_mắc thì lại không_thể tìm thấy giáo_viên thực_hành để được giải_đáp .,21,21,16
"cô wzjwz304 rất tận tâm , nhiệt tình giảng dạy , giải đáp thắc mắc rất cụ thể .",2,0,cô rất tận tâm nhiệt tình giảng dạy giải đáp thắc mắc rất cụ thể .,cô rất tận_tâm nhiệt_tình giảng_dạy giải_đáp thắc_mắc rất cụ_thể .,19,16,10
cô cho bài tập về nhà hơi nhiều .,0,0,cô cho bài tập về nhà hơi nhiều .,cô cho bài_tập về nhà hơi nhiều .,9,9,8
"nội dung lan man , khó áp dụng vào thực tế .",0,1,nội dung lan man khó áp dụng vào thực tế .,nội_dung lan_man khó áp_dụng vào thực_tế .,12,11,7
"thầy dễ thương , đẹp trai , kiến thức chuyên môn cao , tận tâm , nhiệt tình trả lời thắc mắc của sinh viên , em yêu thầy , hy vọng được gặp thầy ở các môn học sau .",2,0,thầy dễ thương đẹp trai kiến thức chuyên môn cao tận tâm nhiệt tình trả lời thắc mắc của sinh viên em yêu thầy hy vọng được gặp thầy ở các môn học sau .,thầy dễ_thương đẹp_trai kiến_thức chuyên_môn cao tận_tâm nhiệt_tình trả_lời thắc_mắc của sinh_viên em yêu thầy hy_vọng được gặp thầy ở các môn_học sau .,41,35,24
"cô rất rất nhiệt tình và tận tâm , sẵn sàng giải thích các vấn đề thắc mắc cho sinh viên .",2,0,cô rất rất nhiệt tình và tận tâm sẵn sàng giải thích các vấn đề thắc mắc cho sinh viên .,cô rất rất nhiệt_tình và tận_tâm sẵn_sàng giải_thích các vấn_đề thắc_mắc cho sinh_viên .,22,21,14
thầy dạy rất nhiệt tình và sẵn sàng giải đáp thắc mắc .,2,0,thầy dạy rất nhiệt tình và sẵn sàng giải đáp thắc mắc .,thầy dạy rất nhiệt_tình và sẵn_sàng giải_đáp thắc_mắc .,13,13,9
